epoch,class_id,action,op,field,before,after,reason,guard_triggered
5,11,burnin_observe,sharpen_mild,prob,0.0,0.015,texture_boundary_weak,
5,11,burnin_observe,sharpen_mild,strength,0.0,0.02,texture_boundary_weak,
5,11,burnin_observe,local_contrast,prob,0.0,0.015,texture_boundary_weak,
5,11,burnin_observe,local_contrast,strength,0.0,0.02,texture_boundary_weak,
5,4,burnin_observe,sharpen_mild,prob,0.0,0.005,low_recall_domain_prior,
5,4,burnin_observe,sharpen_mild,strength,0.0,0.01,low_recall_domain_prior,
5,4,burnin_observe,local_contrast,prob,0.0,0.005,low_recall_domain_prior,
5,4,burnin_observe,local_contrast,strength,0.0,0.01,low_recall_domain_prior,
10,11,burnin_observe,sharpen_mild,prob,0.0,0.015,texture_boundary_weak,
10,11,burnin_observe,sharpen_mild,strength,0.0,0.02,texture_boundary_weak,
10,11,burnin_observe,local_contrast,prob,0.0,0.015,texture_boundary_weak,
10,11,burnin_observe,local_contrast,strength,0.0,0.02,texture_boundary_weak,
15,,no_op_fallback,,,,,,adaptive_burnin_not_ready
20,,no_op_fallback,,,,,,adaptive_burnin_not_ready
25,,no_op_fallback,,,,,,adaptive_burnin_not_ready
30,,no_op_fallback,,,,,,adaptive_burnin_not_ready
35,,no_op_fallback,,,,,,adaptive_burnin_not_ready
40,,no_op_fallback,,,,,,"epoch_ge_40,adaptive_burnin_not_ready"
45,,no_op_fallback,,,,,,"epoch_ge_40,adaptive_burnin_not_ready"
